IP,Acuracia,TempoReacao,APM,TaxaErros,IPRepetido,JaFoiSuspeito,Inventario,AcoesBots,Classe
192.168.70.206,65,334,42,42,1,0,"Botas, Foco, Flecha, Cristal",0,Suspeito
192.168.50.89,91,303,43,30,1,1,"Colar, Espada, Martelo, Chave",1,Suspeito
192.168.86.250,64,241,65,19,0,0,"Botas, Armadura, Flecha, Joia",1,Suspeito
192.168.219.179,72,332,104,28,1,1,"Escudo, Chave, Foco, Flecha",1,Suspeito
192.168.186.144,87,349,127,29,0,1,"Espada, Colar, Foco, Elmo",0,Suspeito
192.168.242.127,85,321,138,8,1,1,"Luvas, Martelo, Elmo, Flecha",1,Suspeito
192.168.98.42,100,404,105,20,1,1,"Chave, Lança, Armadura, Espada",0,Suspeito
192.168.201.188,61,326,30,17,1,1,"Espada, Colar, Adaga, Tomo",0,Suspeito
192.168.99.7,83,489,52,20,1,0,"Tomo, Joia, Chave, Foco",1,Suspeito
192.168.214.3,81,380,42,38,0,0,"Adaga, Elmo, Foco, Anel",1,Suspeito
192.168.180.248,96,443,73,24,0,1,"Cristal, Arco, Luvas, Martelo",1,Suspeito
192.168.112.60,57,232,90,47,1,0,"Cristal, Flecha, Martelo, Arco",1,Suspeito
192.168.180.209,88,319,35,14,0,0,"Joia, Adaga, Flecha, Espada",0,Legítimo
192.168.140.247,78,301,72,21,0,1,"Tomo, Flecha, Joia, Adaga",1,Suspeito
192.168.14.129,64,371,51,40,0,0,"Elmo, Cristal, Flecha, Tomo",0,Legítimo
192.168.184.220,74,459,108,27,1,0,"Armadura, Lança, Botas, Colar",0,Suspeito
192.168.46.205,67,223,86,27,0,1,"Escudo, Armadura, Tomo, Luvas",1,Suspeito
192.168.141.102,79,221,89,2,1,0,"Arco, Armadura, Flecha, Botas",0,Legítimo
192.168.34.221,95,455,81,20,0,0,"Armadura, Elmo, Arco, Foco",1,Suspeito
192.168.41.79,79,264,145,13,0,0,"Arco, Lança, Poção, Chave",0,Legítimo
192.168.74.223,82,401,55,50,1,1,"Anel, Martelo, Flecha, Botas",1,Suspeito
192.168.172.204,76,363,92,15,0,1,"Tomo, Anel, Escudo, Chave",0,Suspeito
192.168.64.160,52,450,119,45,1,1,"Foco, Anel, Luvas, Martelo",0,Suspeito
192.168.146.213,61,237,97,34,0,0,"Armadura, Escudo, Anel, Tomo",1,Suspeito
192.168.232.4,75,239,142,17,0,1,"Espada, Luvas, Chave, Arco",0,Suspeito
192.168.172.14,65,367,75,27,0,1,"Arco, Colar, Flecha, Foco",1,Suspeito
192.168.140.74,59,484,86,42,1,1,"Martelo, Foco, Chave, Botas",1,Suspeito
192.168.79.91,75,324,40,45,1,1,"Anel, Botas, Joia, Escudo",1,Suspeito
192.168.159.86,66,298,103,8,1,0,"Flecha, Lança, Joia, Arco",1,Suspeito
192.168.187.104,63,382,64,17,0,0,"Poção, Anel, Espada, Luvas",0,Legítimo
192.168.18.200,73,480,49,17,1,0,"Escudo, Foco, Anel, Mapa",1,Suspeito
192.168.73.111,56,451,95,2,0,0,"Anel, Armadura, Joia, Adaga",0,Legítimo
192.168.175.85,97,499,94,30,1,1,"Martelo, Foco, Arco, Anel",0,Suspeito
192.168.15.96,94,206,39,43,1,1,"Anel, Elmo, Poção, Lança",0,Suspeito
192.168.241.164,86,233,114,19,1,1,"Botas, Escudo, Poção, Mapa",1,Suspeito
192.168.172.162,55,383,105,37,0,0,"Botas, Escudo, Cristal, Lança",1,Suspeito
192.168.51.107,89,446,52,32,1,0,"Colar, Foco, Luvas, Cristal",1,Suspeito
192.168.192.26,91,285,86,19,0,0,"Escudo, Tomo, Poção, Elmo",1,Legítimo
192.168.71.71,89,272,117,7,1,0,"Lança, Adaga, Joia, Escudo",1,Suspeito
192.168.111.250,55,436,94,36,0,0,"Adaga, Escudo, Luvas, Lança",1,Suspeito
192.168.18.133,82,216,77,43,0,1,"Arco, Flecha, Tomo, Poção",0,Legítimo
192.168.46.248,92,311,69,34,0,0,"Mapa, Poção, Espada, Armadura",1,Suspeito
192.168.29.103,79,352,103,0,0,1,"Foco, Poção, Escudo, Cristal",1,Suspeito
192.168.189.180,82,368,143,11,0,0,"Armadura, Tomo, Arco, Martelo",0,Legítimo
192.168.108.89,73,419,111,3,1,1,"Elmo, Anel, Tomo, Cristal",1,Suspeito
192.168.102.68,76,306,39,29,1,1,"Botas, Joia, Flecha, Lança",0,Suspeito
192.168.53.124,51,384,85,38,1,0,"Cristal, Luvas, Espada, Botas",1,Suspeito
192.168.69.74,82,376,137,5,1,1,"Martelo, Colar, Lança, Adaga",1,Suspeito
192.168.168.247,54,364,41,42,0,1,"Espada, Cristal, Tomo, Flecha",1,Suspeito
192.168.154.20,72,392,149,28,1,1,"Adaga, Lança, Elmo, Arco",1,Suspeito
192.168.20.243,64,278,144,35,0,1,"Flecha, Botas, Joia, Lança",1,Suspeito
192.168.76.24,77,225,39,49,1,0,"Armadura, Cristal, Luvas, Botas",1,Suspeito
192.168.153.160,56,235,142,4,0,1,"Arco, Cristal, Martelo, Espada",0,Suspeito
192.168.166.69,85,267,73,45,0,1,"Botas, Lança, Armadura, Mapa",0,Legítimo
192.168.4.247,90,350,132,6,0,0,"Escudo, Tomo, Poção, Flecha",1,Suspeito
192.168.64.173,58,452,80,20,0,0,"Luvas, Foco, Tomo, Botas",1,Suspeito
192.168.181.156,55,411,83,43,0,1,"Luvas, Joia, Anel, Arco",1,Suspeito
192.168.80.70,57,437,106,46,0,0,"Arco, Martelo, Cristal, Espada",0,Suspeito
192.168.153.221,94,305,123,25,1,1,"Poção, Foco, Botas, Flecha",1,Suspeito
192.168.242.28,76,321,34,30,1,1,"Arco, Luvas, Tomo, Elmo",1,Suspeito
192.168.40.241,73,318,101,36,0,1,"Luvas, Escudo, Mapa, Elmo",0,Suspeito
192.168.188.226,55,257,52,42,0,0,"Foco, Lança, Colar, Espada",1,Suspeito
192.168.52.150,83,218,71,6,1,0,"Botas, Escudo, Mapa, Tomo",1,Suspeito
192.168.179.174,94,377,72,41,0,0,"Foco, Luvas, Adaga, Anel",1,Suspeito
192.168.105.4,92,497,86,24,1,1,"Martelo, Anel, Luvas, Chave",1,Suspeito
192.168.149.65,81,250,70,22,0,1,"Luvas, Mapa, Chave, Anel",0,Legítimo
192.168.115.245,53,214,42,21,1,1,"Armadura, Cristal, Anel, Escudo",1,Suspeito
192.168.102.215,55,434,47,25,1,1,"Martelo, Lança, Espada, Luvas",1,Suspeito
192.168.49.172,52,276,34,48,1,0,"Mapa, Cristal, Botas, Lança",0,Suspeito
192.168.250.26,63,449,86,27,1,0,"Anel, Escudo, Joia, Martelo",1,Suspeito
192.168.3.111,56,411,145,48,0,1,"Tomo, Botas, Espada, Mapa",1,Suspeito
192.168.24.191,63,484,43,9,0,0,"Chave, Poção, Joia, Cristal",0,Legítimo
192.168.234.111,69,323,144,36,1,0,"Adaga, Luvas, Escudo, Foco",0,Suspeito
192.168.66.111,98,399,118,41,1,0,"Escudo, Botas, Adaga, Colar",0,Suspeito
192.168.185.3,81,339,107,34,0,0,"Colar, Flecha, Chave, Adaga",1,Suspeito
192.168.151.157,92,389,108,30,1,0,"Cristal, Arco, Chave, Joia",1,Suspeito
192.168.163.62,86,335,130,28,0,1,"Chave, Joia, Elmo, Colar",0,Suspeito
192.168.183.24,55,256,42,43,0,1,"Adaga, Arco, Cristal, Luvas",0,Suspeito
192.168.51.224,87,352,91,41,1,1,"Elmo, Espada, Arco, Armadura",0,Suspeito
192.168.189.4,64,359,114,6,0,1,"Arco, Foco, Martelo, Mapa",1,Suspeito
192.168.64.55,82,443,101,43,1,1,"Chave, Armadura, Joia, Botas",1,Suspeito
192.168.70.64,67,421,130,21,0,1,"Adaga, Anel, Martelo, Arco",1,Suspeito
192.168.16.118,100,399,38,12,0,0,"Martelo, Botas, Adaga, Cristal",1,Suspeito
192.168.187.155,63,234,113,44,1,1,"Martelo, Tomo, Botas, Mapa",1,Suspeito
192.168.172.21,64,416,94,22,1,0,"Martelo, Joia, Colar, Botas",0,Suspeito
192.168.243.214,97,350,75,41,0,0,"Tomo, Escudo, Joia, Lança",1,Suspeito
192.168.206.210,51,469,71,13,0,0,"Luvas, Armadura, Martelo, Botas",1,Suspeito
192.168.238.139,85,476,105,0,0,1,"Lança, Anel, Joia, Botas",1,Suspeito
192.168.52.158,86,216,137,25,0,0,"Arco, Foco, Cristal, Espada",1,Suspeito
192.168.190.189,92,447,90,5,1,0,"Adaga, Poção, Martelo, Cristal",1,Suspeito
192.168.133.18,99,211,129,38,1,0,"Adaga, Arco, Flecha, Armadura",1,Suspeito
192.168.95.235,99,310,78,14,0,1,"Escudo, Luvas, Botas, Foco",1,Suspeito
192.168.150.138,53,363,42,22,0,1,"Anel, Martelo, Armadura, Adaga",1,Suspeito
192.168.69.94,91,244,37,4,1,1,"Armadura, Martelo, Colar, Poção",1,Suspeito
192.168.229.170,82,424,36,14,1,0,"Cristal, Adaga, Elmo, Foco",0,Suspeito
192.168.201.116,83,202,75,39,1,0,"Luvas, Adaga, Cristal, Tomo",0,Legítimo
192.168.161.64,56,250,70,7,1,1,"Foco, Luvas, Chave, Espada",1,Suspeito
192.168.180.110,83,374,116,33,0,0,"Botas, Flecha, Escudo, Adaga",0,Legítimo
192.168.113.166,100,415,119,46,0,1,"Colar, Martelo, Cristal, Anel",0,Suspeito
192.168.239.17,96,475,36,34,1,1,"Anel, Elmo, Armadura, Lança",0,Suspeito
192.168.211.75,72,412,56,41,1,1,"Cristal, Poção, Escudo, Luvas",1,Suspeito
192.168.114.6,52,402,63,5,0,1,"Botas, Anel, Poção, Armadura",1,Suspeito
192.168.77.129,68,318,96,12,0,0,"Chave, Mapa, Cristal, Escudo",0,Legítimo
192.168.15.126,92,200,47,45,0,0,"Tomo, Flecha, Elmo, Arco",0,Legítimo
192.168.237.27,85,236,46,36,1,1,"Chave, Cristal, Luvas, Joia",1,Suspeito
192.168.195.105,73,360,144,32,0,0,"Flecha, Anel, Luvas, Botas",0,Suspeito
192.168.168.67,52,403,127,33,0,0,"Chave, Elmo, Tomo, Martelo",0,Suspeito
192.168.41.41,71,325,51,21,1,0,"Tomo, Anel, Joia, Arco",1,Suspeito
192.168.18.48,73,419,79,2,0,0,"Tomo, Botas, Arco, Escudo",1,Suspeito
192.168.170.225,97,357,73,40,0,0,"Chave, Poção, Arco, Mapa",0,Legítimo
192.168.208.175,82,222,125,34,0,0,"Colar, Flecha, Botas, Adaga",1,Suspeito
192.168.29.74,65,257,91,24,0,1,"Mapa, Tomo, Colar, Arco",0,Suspeito
192.168.80.64,76,452,45,45,0,1,"Cristal, Espada, Escudo, Foco",1,Suspeito
192.168.132.137,53,418,119,17,1,1,"Espada, Luvas, Chave, Armadura",0,Suspeito
192.168.92.91,99,469,78,15,1,1,"Espada, Tomo, Mapa, Cristal",0,Suspeito
192.168.212.202,68,235,61,44,0,0,"Luvas, Flecha, Espada, Foco",1,Suspeito
192.168.79.234,74,498,75,40,0,0,"Flecha, Mapa, Anel, Adaga",1,Suspeito
192.168.243.84,68,263,90,26,1,0,"Chave, Colar, Luvas, Foco",0,Suspeito
192.168.91.129,84,203,71,6,0,1,"Foco, Joia, Colar, Luvas",0,Legítimo
192.168.240.224,83,500,59,10,0,1,"Tomo, Escudo, Flecha, Espada",1,Suspeito
192.168.27.101,86,284,78,33,1,0,"Poção, Anel, Foco, Chave",1,Suspeito
192.168.142.129,63,401,32,19,0,0,"Mapa, Escudo, Flecha, Tomo",0,Suspeito
192.168.50.219,66,253,123,42,0,1,"Mapa, Joia, Lança, Foco",1,Suspeito
192.168.173.214,56,374,50,48,0,1,"Anel, Flecha, Tomo, Elmo",0,Suspeito
192.168.219.191,83,472,35,41,0,1,"Mapa, Botas, Colar, Flecha",1,Suspeito
192.168.112.156,52,296,109,19,0,0,"Botas, Foco, Mapa, Flecha",0,Suspeito
192.168.41.172,80,401,123,40,0,0,"Lança, Chave, Tomo, Joia",0,Legítimo
192.168.46.177,94,256,128,17,0,1,"Cristal, Flecha, Arco, Colar",0,Suspeito
192.168.59.30,95,388,89,8,1,1,"Colar, Flecha, Luvas, Martelo",0,Suspeito
192.168.43.1,72,301,54,1,0,1,"Arco, Botas, Elmo, Escudo",0,Suspeito
192.168.184.187,73,263,119,19,0,1,"Adaga, Luvas, Espada, Armadura",0,Suspeito
192.168.132.42,53,294,114,46,1,1,"Elmo, Espada, Poção, Joia",0,Suspeito
192.168.22.5,84,253,59,12,1,1,"Arco, Chave, Martelo, Poção",0,Suspeito
192.168.43.228,91,471,139,10,0,0,"Poção, Elmo, Colar, Armadura",1,Suspeito
192.168.62.91,62,319,42,49,0,0,"Arco, Martelo, Adaga, Espada",0,Legítimo
192.168.27.57,71,273,148,1,0,1,"Cristal, Martelo, Espada, Luvas",1,Suspeito
192.168.133.155,92,334,134,40,1,0,"Colar, Luvas, Armadura, Adaga",0,Suspeito
192.168.63.15,94,296,113,16,0,1,"Martelo, Tomo, Botas, Escudo",0,Suspeito
192.168.100.60,62,424,143,1,0,1,"Cristal, Tomo, Armadura, Colar",1,Suspeito
192.168.56.245,78,492,117,46,0,1,"Mapa, Arco, Foco, Martelo",1,Suspeito
192.168.158.143,59,331,53,7,0,0,"Colar, Chave, Adaga, Armadura",0,Legítimo
192.168.107.110,55,459,83,28,0,0,"Lança, Flecha, Foco, Armadura",0,Legítimo
192.168.138.178,96,370,38,13,0,1,"Joia, Foco, Arco, Colar",1,Suspeito
192.168.180.44,91,247,77,3,1,1,"Elmo, Lança, Botas, Espada",1,Suspeito
192.168.128.106,88,407,119,2,1,1,"Espada, Poção, Arco, Tomo",1,Suspeito
192.168.222.162,52,354,76,5,0,0,"Flecha, Lança, Luvas, Joia",0,Legítimo
192.168.136.30,93,395,69,3,0,0,"Flecha, Mapa, Cristal, Colar",0,Legítimo
192.168.155.30,72,467,102,38,0,1,"Foco, Poção, Escudo, Tomo",1,Suspeito
192.168.86.37,67,332,135,24,0,1,"Joia, Luvas, Armadura, Lança",1,Suspeito
192.168.177.53,77,471,35,17,1,1,"Armadura, Flecha, Anel, Arco",1,Suspeito
192.168.100.229,54,425,76,21,1,0,"Adaga, Lança, Chave, Mapa",1,Suspeito
192.168.53.130,88,347,49,47,0,0,"Mapa, Armadura, Colar, Chave",1,Suspeito
192.168.107.5,79,381,114,46,0,0,"Lança, Cristal, Arco, Espada",0,Suspeito
192.168.203.18,59,297,42,36,0,1,"Poção, Lança, Anel, Colar",0,Suspeito
192.168.121.143,59,496,110,45,1,1,"Adaga, Cristal, Espada, Flecha",1,Suspeito
192.168.161.176,59,400,64,16,1,0,"Anel, Luvas, Arco, Cristal",0,Suspeito
192.168.65.3,52,213,54,19,1,0,"Martelo, Chave, Escudo, Luvas",0,Suspeito
192.168.185.137,79,298,143,31,1,1,"Elmo, Chave, Martelo, Luvas",0,Suspeito
192.168.214.210,92,387,32,31,0,0,"Lança, Espada, Foco, Tomo",0,Legítimo
192.168.216.124,50,216,82,24,1,1,"Cristal, Elmo, Anel, Espada",0,Suspeito
192.168.86.202,52,207,32,20,1,1,"Arco, Anel, Chave, Lança",1,Suspeito
192.168.116.47,79,335,88,50,1,0,"Luvas, Mapa, Elmo, Foco",0,Suspeito
192.168.219.226,91,300,90,41,0,0,"Joia, Arco, Armadura, Mapa",1,Legítimo
192.168.119.20,66,331,68,22,1,1,"Foco, Flecha, Escudo, Lança",0,Suspeito
192.168.99.205,67,279,45,37,1,0,"Martelo, Anel, Luvas, Chave",0,Suspeito
192.168.230.52,80,249,75,13,1,0,"Armadura, Mapa, Escudo, Espada",1,Suspeito
192.168.18.224,63,407,111,5,1,1,"Botas, Escudo, Martelo, Chave",1,Suspeito
192.168.100.139,51,354,124,17,1,1,"Flecha, Tomo, Elmo, Espada",0,Suspeito
192.168.247.17,87,260,94,20,1,1,"Luvas, Chave, Martelo, Botas",1,Suspeito
192.168.166.19,81,296,101,0,1,0,"Lança, Chave, Arco, Cristal",0,Legítimo
192.168.96.205,79,378,54,41,1,0,"Botas, Colar, Anel, Poção",1,Suspeito
192.168.111.255,87,221,64,18,0,0,"Luvas, Adaga, Lança, Colar",0,Legítimo
192.168.143.82,84,244,49,29,0,0,"Joia, Anel, Lança, Foco",0,Legítimo
192.168.57.90,60,222,60,3,0,1,"Botas, Lança, Luvas, Flecha",1,Suspeito
192.168.95.18,67,444,57,8,1,0,"Botas, Luvas, Lança, Adaga",1,Suspeito
192.168.95.119,56,426,92,45,1,1,"Arco, Espada, Armadura, Martelo",0,Suspeito
192.168.185.168,56,426,98,31,1,0,"Escudo, Chave, Armadura, Lança",1,Suspeito
192.168.181.3,84,415,144,48,0,0,"Arco, Escudo, Anel, Foco",0,Legítimo
192.168.56.169,93,401,53,50,0,1,"Lança, Espada, Martelo, Chave",1,Suspeito
192.168.124.2,99,343,107,18,0,0,"Martelo, Escudo, Elmo, Anel",0,Legítimo
192.168.206.198,82,393,128,15,0,0,"Arco, Anel, Chave, Colar",1,Suspeito
192.168.140.17,59,211,97,43,1,0,"Espada, Arco, Flecha, Botas",0,Suspeito
192.168.196.149,55,387,60,50,0,0,"Martelo, Mapa, Cristal, Escudo",0,Legítimo
192.168.200.192,91,434,61,32,1,0,"Cristal, Poção, Flecha, Arco",1,Suspeito
192.168.205.133,79,350,34,40,1,0,"Arco, Luvas, Botas, Poção",1,Suspeito
192.168.36.172,81,307,66,39,0,1,"Foco, Anel, Escudo, Poção",1,Suspeito
192.168.159.190,89,283,120,18,1,1,"Luvas, Lança, Botas, Mapa",0,Suspeito
192.168.44.50,85,393,35,29,0,1,"Anel, Foco, Adaga, Luvas",1,Suspeito
192.168.228.192,92,408,56,42,0,0,"Martelo, Mapa, Espada, Foco",1,Suspeito
192.168.232.194,52,462,115,35,1,1,"Botas, Luvas, Flecha, Martelo",1,Suspeito
192.168.153.167,88,303,124,1,1,0,"Adaga, Tomo, Lança, Cristal",1,Suspeito
192.168.227.148,93,431,85,17,0,1,"Armadura, Lança, Chave, Flecha",0,Suspeito
192.168.162.40,64,368,114,7,0,1,"Arco, Elmo, Anel, Colar",1,Suspeito
192.168.121.183,82,465,76,11,0,0,"Chave, Mapa, Flecha, Botas",1,Legítimo
192.168.70.52,66,358,49,46,0,1,"Elmo, Poção, Cristal, Lança",0,Suspeito
192.168.81.62,98,355,78,1,1,1,"Tomo, Cristal, Colar, Poção",1,Suspeito
192.168.55.109,51,373,100,11,1,1,"Chave, Lança, Foco, Cristal",1,Suspeito
192.168.232.130,79,425,144,15,0,0,"Tomo, Anel, Foco, Cristal",1,Suspeito
192.168.48.20,58,490,38,31,1,1,"Cristal, Chave, Anel, Poção",0,Suspeito
192.168.178.98,86,222,91,27,0,1,"Luvas, Elmo, Armadura, Espada",1,Suspeito
192.168.210.169,58,216,69,11,0,0,"Martelo, Chave, Adaga, Espada",0,Legítimo
192.168.204.70,62,482,91,8,1,1,"Adaga, Elmo, Anel, Armadura",1,Suspeito
192.168.177.68,75,359,32,12,1,0,"Lança, Espada, Cristal, Colar",1,Suspeito
192.168.240.163,96,385,67,25,1,0,"Foco, Arco, Adaga, Espada",1,Suspeito
192.168.83.69,60,345,129,13,1,1,"Adaga, Poção, Chave, Escudo",0,Suspeito
192.168.49.178,57,228,97,48,1,1,"Botas, Adaga, Joia, Luvas",1,Suspeito
192.168.56.152,88,431,84,23,0,1,"Elmo, Flecha, Poção, Cristal",1,Suspeito
192.168.68.169,75,424,64,2,1,1,"Tomo, Luvas, Espada, Cristal",0,Suspeito
192.168.208.199,96,293,66,37,1,0,"Cristal, Lança, Botas, Elmo",1,Suspeito
192.168.195.48,57,292,76,16,0,0,"Martelo, Arco, Tomo, Cristal",1,Suspeito
192.168.23.179,82,452,131,33,1,1,"Flecha, Arco, Escudo, Chave",1,Suspeito
192.168.94.111,61,221,147,14,0,0,"Flecha, Armadura, Elmo, Martelo",0,Legítimo
192.168.8.67,57,465,83,29,0,1,"Colar, Mapa, Arco, Luvas",0,Suspeito
192.168.9.225,84,277,77,39,1,1,"Martelo, Lança, Elmo, Espada",1,Suspeito
192.168.63.143,80,378,132,47,0,0,"Botas, Poção, Espada, Luvas",0,Legítimo
192.168.10.171,88,481,81,13,1,0,"Colar, Anel, Cristal, Adaga",0,Legítimo
192.168.83.229,65,404,96,17,0,1,"Cristal, Luvas, Lança, Arco",1,Suspeito
192.168.227.83,72,324,57,23,1,1,"Elmo, Anel, Lança, Tomo",0,Suspeito
192.168.230.255,70,407,119,47,0,1,"Martelo, Arco, Flecha, Lança",1,Suspeito
192.168.211.216,100,303,94,45,0,1,"Colar, Anel, Cristal, Martelo",1,Suspeito
192.168.64.148,64,283,127,4,0,0,"Joia, Lança, Cristal, Colar",1,Suspeito
192.168.18.25,65,500,124,6,1,0,"Botas, Joia, Colar, Mapa",1,Suspeito
192.168.255.84,68,425,56,25,1,0,"Cristal, Colar, Adaga, Flecha",0,Suspeito
192.168.191.206,78,394,116,5,1,0,"Martelo, Mapa, Escudo, Botas",0,Suspeito
192.168.219.255,62,306,126,17,0,0,"Martelo, Foco, Chave, Colar",1,Suspeito
192.168.62.11,96,214,71,7,0,0,"Luvas, Elmo, Anel, Armadura",0,Legítimo
192.168.105.34,63,209,50,32,0,0,"Martelo, Escudo, Adaga, Elmo",1,Suspeito
192.168.6.92,95,366,30,48,1,0,"Tomo, Armadura, Martelo, Espada",1,Suspeito
192.168.200.145,55,429,84,50,0,0,"Foco, Adaga, Espada, Lança",0,Legítimo
192.168.80.167,83,361,72,19,1,1,"Joia, Colar, Cristal, Poção",1,Suspeito
192.168.60.4,96,453,97,30,1,1,"Tomo, Colar, Botas, Chave",0,Suspeito
192.168.195.160,58,210,52,43,0,0,"Elmo, Flecha, Chave, Botas",0,Legítimo
192.168.195.10,99,310,134,5,0,1,"Espada, Armadura, Chave, Foco",1,Suspeito
192.168.214.158,73,271,61,35,1,0,"Espada, Elmo, Mapa, Chave",1,Suspeito
192.168.144.160,98,334,57,20,0,1,"Botas, Foco, Elmo, Flecha",1,Suspeito
192.168.221.150,84,221,88,10,0,0,"Mapa, Poção, Anel, Botas",0,Legítimo
192.168.149.253,65,487,90,20,0,1,"Poção, Adaga, Botas, Cristal",0,Suspeito
192.168.193.113,59,267,56,3,1,0,"Flecha, Elmo, Botas, Mapa",0,Legítimo
192.168.181.100,65,477,62,35,1,1,"Flecha, Lança, Cristal, Colar",0,Suspeito
192.168.59.153,54,328,50,12,0,0,"Escudo, Elmo, Foco, Armadura",0,Legítimo
192.168.237.237,57,496,116,15,0,1,"Foco, Poção, Botas, Espada",1,Suspeito
192.168.88.135,55,366,123,6,0,0,"Colar, Arco, Poção, Elmo",1,Suspeito
192.168.54.254,71,480,85,44,1,0,"Chave, Poção, Flecha, Espada",0,Suspeito
192.168.251.166,90,201,116,25,0,1,"Foco, Luvas, Cristal, Lança",0,Suspeito
192.168.206.183,57,425,119,29,0,0,"Poção, Luvas, Foco, Armadura",1,Suspeito
192.168.152.14,56,471,46,29,1,1,"Luvas, Botas, Poção, Espada",1,Suspeito
192.168.116.173,82,242,146,20,1,0,"Chave, Tomo, Escudo, Poção",1,Suspeito
192.168.173.96,60,228,129,9,1,0,"Joia, Colar, Foco, Flecha",0,Suspeito
192.168.241.43,54,327,54,38,1,1,"Adaga, Flecha, Luvas, Escudo",0,Suspeito
192.168.128.177,58,481,52,6,0,0,"Poção, Escudo, Cristal, Anel",1,Suspeito
192.168.178.166,97,363,45,5,0,0,"Cristal, Mapa, Tomo, Martelo",1,Legítimo
192.168.71.40,91,358,46,36,0,1,"Foco, Anel, Poção, Mapa",0,Suspeito
192.168.163.153,68,242,120,10,0,1,"Espada, Botas, Elmo, Anel",1,Suspeito
192.168.46.180,83,200,86,15,1,1,"Luvas, Flecha, Botas, Cristal",0,Suspeito
192.168.117.171,77,443,124,24,1,0,"Elmo, Martelo, Flecha, Tomo",0,Suspeito
192.168.214.44,84,226,120,22,1,1,"Colar, Mapa, Arco, Escudo",1,Suspeito
192.168.5.199,84,390,103,36,0,0,"Poção, Arco, Adaga, Mapa",0,Legítimo
192.168.156.179,82,475,113,31,1,0,"Martelo, Lança, Espada, Chave",1,Suspeito
192.168.214.205,63,262,32,32,1,1,"Arco, Joia, Escudo, Mapa",0,Suspeito
192.168.246.137,51,400,67,36,0,0,"Flecha, Elmo, Anel, Armadura",0,Legítimo
192.168.125.103,73,223,107,14,1,0,"Tomo, Lança, Botas, Cristal",0,Suspeito
192.168.40.147,95,381,31,16,0,0,"Escudo, Luvas, Anel, Chave",0,Legítimo
192.168.71.235,79,249,33,22,0,1,"Martelo, Cristal, Flecha, Joia",0,Suspeito
192.168.149.152,92,421,133,15,1,1,"Martelo, Elmo, Flecha, Espada",1,Suspeito
192.168.91.14,100,290,112,50,1,1,"Mapa, Escudo, Chave, Poção",1,Suspeito
192.168.9.108,58,339,62,41,0,0,"Escudo, Botas, Adaga, Anel",0,Legítimo
192.168.22.155,85,380,113,8,0,1,"Luvas, Elmo, Foco, Anel",0,Suspeito
192.168.225.226,84,251,125,0,1,1,"Armadura, Chave, Tomo, Foco",1,Suspeito
192.168.169.54,99,423,67,2,1,0,"Mapa, Joia, Adaga, Arco",0,Legítimo
192.168.221.226,100,291,34,12,1,0,"Lança, Arco, Espada, Elmo",0,Legítimo
192.168.51.189,85,399,142,5,0,0,"Colar, Joia, Luvas, Mapa",0,Legítimo
192.168.74.205,62,247,71,27,0,0,"Escudo, Foco, Botas, Mapa",1,Suspeito
192.168.255.8,90,407,42,43,0,1,"Botas, Espada, Arco, Flecha",0,Suspeito
192.168.229.159,55,238,89,37,0,0,"Armadura, Espada, Mapa, Anel",1,Suspeito
192.168.249.119,89,328,122,10,0,0,"Tomo, Escudo, Espada, Adaga",0,Legítimo
192.168.217.16,96,274,56,20,0,1,"Joia, Botas, Chave, Tomo",0,Legítimo
192.168.86.18,69,425,62,25,1,1,"Escudo, Arco, Luvas, Martelo",0,Suspeito
192.168.249.209,82,278,59,41,0,1,"Elmo, Martelo, Anel, Chave",1,Suspeito
192.168.218.240,71,465,149,42,1,0,"Poção, Elmo, Adaga, Luvas",1,Suspeito
192.168.22.99,72,468,53,46,0,0,"Cristal, Joia, Colar, Adaga",0,Legítimo
192.168.19.54,65,259,99,25,0,0,"Flecha, Anel, Cristal, Colar",0,Legítimo
192.168.59.120,88,384,141,35,0,0,"Foco, Luvas, Adaga, Espada",1,Suspeito
192.168.69.26,97,226,47,5,0,0,"Escudo, Poção, Espada, Armadura",1,Legítimo
192.168.43.38,97,317,147,28,0,1,"Armadura, Cristal, Adaga, Botas",0,Suspeito
192.168.249.194,58,414,144,12,1,0,"Adaga, Elmo, Joia, Escudo",1,Suspeito
192.168.247.113,94,398,137,22,1,0,"Lança, Elmo, Adaga, Escudo",0,Suspeito
192.168.71.204,87,388,55,32,0,0,"Escudo, Anel, Tomo, Flecha",0,Legítimo
192.168.84.77,62,285,106,13,0,1,"Luvas, Elmo, Armadura, Chave",0,Suspeito
192.168.60.34,53,313,122,2,1,1,"Joia, Adaga, Flecha, Arco",1,Suspeito
192.168.66.91,63,230,149,0,1,1,"Foco, Arco, Colar, Armadura",0,Suspeito
192.168.172.16,96,416,51,1,0,0,"Foco, Armadura, Lança, Botas",1,Legítimo
192.168.54.207,82,351,122,0,1,0,"Foco, Lança, Cristal, Joia",1,Suspeito
192.168.38.88,86,413,70,5,1,0,"Luvas, Colar, Chave, Anel",1,Suspeito
192.168.221.40,63,274,51,12,1,0,"Cristal, Botas, Lança, Chave",0,Legítimo
192.168.22.124,86,297,80,11,1,1,"Martelo, Arco, Anel, Lança",0,Suspeito
192.168.78.144,51,300,126,50,1,1,"Adaga, Joia, Luvas, Colar",1,Suspeito
