IP,Inventario,Precisao,TempoReacao,APM,TaxaHeadshots,JaFoiSuspeito,SusInv,Classe
192.168.124.70,"Sniper, Mira, MedKit, Capacete",49,352,79,71,0,1,Legítimo
192.168.26.189,"Submetralhadora, GranadaFrag, Revólver, GranadaFumo",45,340,34,82,0,0,Legítimo
192.168.107.17,"Lança-granadas, Mira, Sniper, Silenciador",86,252,142,46,0,0,Legítimo
192.168.99.13,"GranadaInc, Silenciador, GranadaFrag, Drone",43,315,134,73,1,1,Suspeito
192.168.185.128,"Sniper, Espingarda, Drone, Capacete",78,50,23,50,0,0,Legítimo
192.168.142.23,"Revólver, Silenciador, GranadaInc, Pistola",50,56,78,12,0,0,Legítimo
192.168.150.44,"MedKit, GranadaInc, Revólver, Mira",92,395,29,88,0,1,Suspeito
192.168.178.40,"Faca, Drone, Silenciador, GranadaFumo",78,55,139,3,0,0,Legítimo
192.168.116.65,"Silenciador, GranadaFumo, Drone, Capacete",40,51,124,71,0,0,Suspeito
192.168.163.67,"Lança-granadas, GranadaFrag, Faca, Revólver",82,87,53,74,0,1,Suspeito
192.168.10.39,"Sniper, Silenciador, Pistola, Explosivo",83,121,85,87,0,0,Suspeito
192.168.129.211,"GranadaFumo, GranadaInc, Espingarda, Torreta",64,156,145,70,0,0,Legítimo
192.168.8.142,"GranadaFumo, GranadaInc, Explosivo, Torreta",92,139,53,93,0,0,Suspeito
192.168.211.133,"Capacete, Sniper, Fuzil, Drone",54,236,105,69,0,0,Legítimo
192.168.122.20,"Capacete, Revólver, Mira, Faca",94,249,138,96,1,1,Suspeito
192.168.3.29,"Silenciador, Torreta, Explosivo, Drone",51,75,39,48,0,0,Legítimo
192.168.124.170,"Lança-granadas, Mira, Silenciador, Torreta",79,392,45,64,0,0,Legítimo
192.168.25.67,"Capacete, Revólver, Submetralhadora, Sniper",85,335,49,67,0,0,Legítimo
192.168.69.149,"Lança-granadas, Capacete, MedKit, Fuzil",59,139,22,53,0,1,Suspeito
192.168.202.177,"Espingarda, MedKit, Metralhadora, Colete",88,50,145,32,0,1,Suspeito
192.168.167.238,"Metralhadora, Drone, Capacete, GranadaFumo",71,121,140,74,0,0,Suspeito
192.168.86.45,"Espingarda, Drone, Capacete, GranadaFrag",91,68,68,6,0,0,Legítimo
192.168.106.42,"GranadaInc, Mira, Sniper, Explosivo",89,384,63,10,0,0,Legítimo
192.168.231.215,"Espingarda, Mira, Faca, Silenciador",92,194,132,47,0,1,Suspeito
192.168.10.114,"Espingarda, Faca, Sniper, MedKit",62,393,59,20,0,0,Legítimo
192.168.251.111,"Capacete, Mira, GranadaFrag, Drone",66,136,56,9,0,1,Legítimo
192.168.113.78,"Silenciador, Explosivo, Espingarda, Capacete",51,199,128,14,0,0,Legítimo
192.168.26.45,"Submetralhadora, GranadaFrag, Drone, Pistola",80,288,99,11,1,0,Legítimo
192.168.29.54,"GranadaFrag, Mira, Submetralhadora, Colete",67,167,92,44,0,1,Legítimo
192.168.122.173,"GranadaFumo, GranadaFrag, Lança-granadas, Colete",93,364,149,73,0,0,Suspeito
192.168.24.203,"Lança-granadas, MedKit, Mira, GranadaFrag",42,316,111,80,0,1,Suspeito
192.168.11.81,"Fuzil, Lança-granadas, Faca, Explosivo",81,226,145,11,0,0,Legítimo
192.168.144.92,"Metralhadora, Fuzil, Espingarda, Lança-granadas",84,244,123,99,0,0,Suspeito
192.168.155.244,"Silenciador, Fuzil, Revólver, Capacete",46,246,141,54,0,0,Legítimo
192.168.160.128,"Sniper, MedKit, Espingarda, Drone",93,240,117,3,0,0,Legítimo
192.168.179.185,"Explosivo, Submetralhadora, Metralhadora, Sniper",92,132,148,79,0,1,Suspeito
192.168.214.25,"Fuzil, GranadaInc, Sniper, MedKit",84,378,68,43,0,1,Legítimo
192.168.137.28,"GranadaFumo, GranadaInc, GranadaFrag, Metralhadora",40,187,95,87,0,0,Legítimo
192.168.206.48,"GranadaFrag, Mira, Pistola, Fuzil",91,229,61,4,0,0,Legítimo
192.168.187.106,"MedKit, Pistola, Sniper, GranadaInc",83,82,81,32,0,0,Legítimo
192.168.27.122,"Pistola, GranadaFumo, Faca, Colete",73,260,120,64,0,1,Legítimo
192.168.199.68,"GranadaInc, Lança-granadas, Espingarda, Torreta",60,393,137,22,0,1,Legítimo
192.168.26.52,"Explosivo, Faca, Lança-granadas, GranadaFrag",59,54,109,32,1,1,Suspeito
192.168.179.228,"Mira, Submetralhadora, Drone, Torreta",94,336,112,81,0,0,Suspeito
192.168.164.132,"Fuzil, GranadaFumo, Capacete, Colete",99,180,55,2,0,1,Suspeito
192.168.146.21,"GranadaFrag, Torreta, Capacete, GranadaInc",91,199,30,1,0,0,Suspeito
192.168.92.56,"Torreta, GranadaFrag, Sniper, Explosivo",94,344,64,37,0,1,Legítimo
192.168.119.35,"Metralhadora, GranadaFumo, MedKit, Mira",52,295,90,27,0,1,Legítimo
192.168.105.87,"Sniper, Capacete, Pistola, Submetralhadora",99,223,117,74,0,0,Suspeito
192.168.138.149,"GranadaInc, Silenciador, Drone, Fuzil",60,131,114,63,0,0,Legítimo
192.168.211.235,"Drone, Explosivo, GranadaInc, Fuzil",63,371,38,97,0,0,Legítimo
192.168.79.145,"Pistola, GranadaFrag, Espingarda, Lança-granadas",84,154,62,56,0,0,Legítimo
192.168.110.141,"Pistola, Explosivo, MedKit, Colete",86,162,87,4,0,0,Legítimo
192.168.151.47,"GranadaFumo, Sniper, Pistola, Drone",79,170,76,60,1,0,Legítimo
192.168.5.148,"Lança-granadas, GranadaInc, MedKit, Faca",52,394,148,6,0,0,Legítimo
192.168.187.175,"Drone, Sniper, Capacete, Espingarda",85,181,94,48,0,1,Suspeito
192.168.205.68,"Espingarda, Colete, Faca, Drone",76,50,84,9,0,1,Legítimo
192.168.242.58,"Espingarda, Lança-granadas, Fuzil, GranadaFrag",40,243,141,36,0,1,Legítimo
192.168.135.186,"Drone, Fuzil, Explosivo, Mira",87,69,138,36,0,1,Suspeito
192.168.64.17,"GranadaInc, Silenciador, Capacete, Submetralhadora",43,88,40,99,0,0,Legítimo
192.168.130.121,"Capacete, Espingarda, Silenciador, Pistola",77,336,49,12,0,1,Legítimo
192.168.171.49,"Colete, Silenciador, Espingarda, Faca",89,173,70,91,0,1,Suspeito
192.168.203.9,"Explosivo, GranadaFrag, Colete, GranadaFumo",58,284,100,63,0,1,Legítimo
192.168.143.189,"Sniper, Fuzil, Explosivo, Metralhadora",73,116,77,65,0,1,Legítimo
192.168.182.37,"GranadaFrag, GranadaInc, Mira, Explosivo",93,249,61,41,0,0,Legítimo
192.168.169.118,"Drone, Lança-granadas, Faca, Pistola",83,307,129,51,0,0,Legítimo
192.168.93.81,"Espingarda, Drone, GranadaFumo, Silenciador",73,295,111,31,0,1,Legítimo
192.168.170.105,"MedKit, Revólver, Metralhadora, Sniper",56,346,85,46,0,0,Legítimo
192.168.211.74,"Mira, Lança-granadas, Colete, Drone",51,249,94,9,0,0,Legítimo
192.168.98.69,"Sniper, MedKit, Mira, Submetralhadora",51,312,101,88,0,0,Legítimo
192.168.190.142,"GranadaInc, Espingarda, Torreta, Pistola",67,391,30,73,0,0,Legítimo
192.168.29.249,"Pistola, Lança-granadas, Torreta, GranadaFrag",93,294,23,86,0,1,Suspeito
192.168.128.39,"Submetralhadora, Mira, GranadaFumo, Drone",87,185,126,64,0,1,Suspeito
192.168.96.88,"GranadaFrag, Submetralhadora, GranadaFumo, Revólver",46,344,63,98,0,0,Legítimo
192.168.57.22,"Submetralhadora, GranadaInc, GranadaFrag, Metralhadora",93,387,23,66,0,1,Suspeito
192.168.13.173,"Sniper, Submetralhadora, Drone, GranadaFumo",47,144,27,9,0,0,Legítimo
192.168.51.121,"GranadaFrag, Torreta, Sniper, Explosivo",93,273,114,95,0,0,Suspeito
192.168.36.11,"Silenciador, Espingarda, Capacete, MedKit",64,153,93,64,0,0,Legítimo
192.168.162.58,"Silenciador, Explosivo, GranadaFumo, Colete",61,234,106,70,0,0,Legítimo
192.168.64.161,"Torreta, Mira, Metralhadora, Espingarda",86,79,128,44,0,1,Suspeito
192.168.45.41,"Fuzil, MedKit, Silenciador, GranadaFumo",93,77,63,11,0,0,Legítimo
192.168.6.233,"Revólver, MedKit, Fuzil, GranadaFrag",46,296,70,84,0,1,Legítimo
192.168.70.191,"Fuzil, Drone, GranadaInc, Espingarda",99,249,130,18,0,1,Suspeito
192.168.233.44,"Submetralhadora, Espingarda, Mira, Colete",67,127,149,68,0,1,Suspeito
192.168.11.248,"Mira, Lança-granadas, Colete, GranadaInc",86,220,25,19,0,1,Suspeito
192.168.126.129,"Silenciador, GranadaInc, Explosivo, Submetralhadora",78,172,58,24,0,0,Legítimo
192.168.214.109,"Drone, MedKit, Sniper, Fuzil",77,257,45,37,0,1,Legítimo
192.168.117.56,"Silenciador, Torreta, Lança-granadas, Faca",99,181,29,20,0,0,Suspeito
192.168.18.209,"Torreta, Explosivo, Submetralhadora, Drone",96,238,40,1,0,1,Legítimo
192.168.168.91,"Pistola, Explosivo, Torreta, Silenciador",84,239,27,81,0,0,Suspeito
192.168.96.100,"Pistola, Sniper, Drone, Colete",64,343,140,30,0,1,Legítimo
192.168.136.38,"Capacete, Metralhadora, Drone, Pistola",85,224,28,33,0,1,Suspeito
192.168.136.209,"Mira, GranadaFrag, Submetralhadora, Lança-granadas",66,254,45,28,0,1,Legítimo
192.168.37.164,"GranadaInc, GranadaFumo, Explosivo, Metralhadora",50,302,37,8,0,0,Legítimo
192.168.189.195,"Espingarda, GranadaFrag, Revólver, Drone",51,335,77,21,0,0,Legítimo
192.168.240.22,"Fuzil, Capacete, GranadaFumo, Submetralhadora",63,210,91,8,0,0,Legítimo
192.168.146.150,"Lança-granadas, Metralhadora, Colete, Pistola",94,73,59,85,0,0,Suspeito
192.168.4.69,"Lança-granadas, Submetralhadora, Drone, Silenciador",48,341,134,92,1,1,Suspeito
192.168.56.22,"Espingarda, Lança-granadas, Drone, Explosivo",58,321,90,31,0,1,Legítimo
192.168.65.13,"Lança-granadas, Metralhadora, MedKit, Pistola",87,373,82,29,0,1,Legítimo
192.168.131.139,"Torreta, GranadaFumo, Colete, GranadaFrag",100,157,56,85,0,0,Suspeito
192.168.34.80,"Espingarda, Fuzil, Capacete, Submetralhadora",80,70,141,0,0,0,Legítimo
192.168.214.88,"MedKit, Torreta, Faca, GranadaFrag",79,227,28,13,0,0,Legítimo
192.168.116.142,"Silenciador, Espingarda, GranadaFumo, Drone",84,278,56,100,0,0,Legítimo
192.168.45.38,"Metralhadora, Submetralhadora, GranadaFumo, Espingarda",76,167,68,21,1,0,Legítimo
192.168.90.44,"Drone, Lança-granadas, Colete, Submetralhadora",48,340,128,22,0,1,Legítimo
192.168.34.215,"Revólver, GranadaInc, Submetralhadora, Espingarda",62,71,88,3,0,1,Legítimo
192.168.6.68,"Torreta, Revólver, Drone, Explosivo",75,168,48,39,0,0,Legítimo
192.168.248.199,"Sniper, Metralhadora, Colete, GranadaFrag",74,145,24,52,0,0,Legítimo
192.168.201.89,"GranadaFumo, MedKit, Explosivo, Drone",89,265,85,47,0,0,Legítimo
192.168.136.249,"Torreta, Explosivo, Sniper, Colete",50,368,60,20,0,0,Legítimo
192.168.239.143,"Revólver, Espingarda, Sniper, GranadaInc",82,367,98,5,0,0,Legítimo
192.168.254.75,"Mira, Pistola, Lança-granadas, GranadaFumo",43,64,100,65,0,1,Legítimo
192.168.26.134,"Lança-granadas, MedKit, Mira, Fuzil",73,74,35,45,0,0,Legítimo
192.168.33.209,"Revólver, Sniper, MedKit, Colete",73,188,116,26,0,1,Suspeito
192.168.126.198,"Colete, Drone, Pistola, GranadaFumo",44,109,78,41,1,1,Suspeito
192.168.192.33,"Colete, Faca, Espingarda, Capacete",85,173,100,11,0,0,Legítimo
192.168.120.17,"Espingarda, Sniper, Mira, Colete",79,217,127,4,0,0,Legítimo
192.168.201.3,"Fuzil, Colete, Mira, Sniper",77,280,127,22,0,0,Legítimo
192.168.212.51,"Submetralhadora, GranadaFumo, Metralhadora, Pistola",69,397,142,46,0,1,Legítimo
192.168.4.254,"Sniper, Faca, Colete, Mira",78,133,36,62,0,0,Legítimo
192.168.246.226,"Capacete, GranadaFrag, Fuzil, Metralhadora",49,147,102,31,0,1,Suspeito
192.168.214.10,"GranadaFumo, Pistola, Submetralhadora, Capacete",54,337,52,81,0,0,Legítimo
192.168.182.152,"Mira, Capacete, Fuzil, Torreta",67,292,150,76,0,1,Suspeito
192.168.87.140,"Espingarda, Drone, GranadaFumo, Pistola",80,373,92,14,0,1,Legítimo
192.168.16.56,"Pistola, Lança-granadas, Sniper, Silenciador",68,52,108,53,0,0,Legítimo
192.168.43.16,"Mira, Pistola, Explosivo, Torreta",95,231,76,40,0,0,Legítimo
192.168.10.56,"Colete, GranadaInc, Lança-granadas, Metralhadora",76,290,104,89,0,0,Legítimo
192.168.12.182,"Faca, Submetralhadora, Espingarda, Sniper",46,213,81,79,0,0,Legítimo
192.168.139.137,"Sniper, Revólver, GranadaInc, Lança-granadas",50,142,69,2,0,1,Legítimo
192.168.159.107,"Sniper, Faca, Metralhadora, Submetralhadora",87,207,107,26,0,0,Legítimo
192.168.115.241,"GranadaFrag, Drone, Lança-granadas, MedKit",66,72,149,67,0,0,Legítimo
192.168.46.255,"Fuzil, GranadaInc, Metralhadora, Espingarda",80,124,64,80,0,1,Suspeito
192.168.224.114,"GranadaFumo, Torreta, Colete, Mira",93,292,80,16,0,1,Legítimo
192.168.66.235,"Drone, Sniper, Pistola, Capacete",60,372,131,28,0,0,Legítimo
192.168.230.109,"Mira, GranadaInc, Torreta, Espingarda",61,75,86,20,0,1,Legítimo
192.168.107.176,"Sniper, Capacete, GranadaFrag, GranadaInc",79,287,120,59,0,1,Legítimo
192.168.38.7,"GranadaFumo, Fuzil, Sniper, GranadaInc",50,197,126,97,0,1,Suspeito
192.168.23.54,"Capacete, MedKit, Fuzil, Torreta",93,177,70,49,0,1,Suspeito
192.168.248.248,"MedKit, Revólver, Drone, Lança-granadas",75,249,131,35,0,1,Legítimo
192.168.99.29,"Lança-granadas, Revólver, GranadaFumo, Pistola",61,189,56,0,0,0,Legítimo
192.168.101.142,"Espingarda, Drone, Submetralhadora, Fuzil",44,231,81,49,0,0,Legítimo
192.168.253.71,"Faca, GranadaFumo, Silenciador, Lança-granadas",52,361,43,66,1,0,Legítimo
192.168.201.185,"Submetralhadora, GranadaInc, GranadaFrag, Pistola",79,141,83,50,0,1,Legítimo
192.168.46.143,"Espingarda, Explosivo, GranadaFrag, MedKit",43,314,61,10,0,0,Legítimo
192.168.44.177,"GranadaFumo, Metralhadora, Silenciador, GranadaInc",61,135,38,35,0,1,Suspeito
192.168.152.94,"Mira, Capacete, Faca, Revólver",58,128,70,57,0,1,Legítimo
192.168.196.33,"MedKit, GranadaFumo, GranadaInc, Sniper",77,70,110,88,1,0,Suspeito
192.168.143.157,"Lança-granadas, Metralhadora, Torreta, Pistola",71,180,146,3,0,0,Legítimo
192.168.75.64,"Revólver, Lança-granadas, MedKit, Metralhadora",76,263,45,20,0,0,Legítimo
192.168.151.230,"GranadaFrag, Torreta, Silenciador, Submetralhadora",85,55,84,3,0,0,Legítimo
192.168.245.211,"Lança-granadas, Faca, Pistola, Revólver",47,351,117,65,0,1,Legítimo
192.168.238.135,"Submetralhadora, Sniper, Lança-granadas, Colete",62,66,77,41,0,0,Legítimo
192.168.189.181,"Sniper, Drone, MedKit, GranadaFrag",59,129,102,25,0,1,Suspeito
192.168.25.52,"Submetralhadora, GranadaInc, Metralhadora, Silenciador",65,320,125,3,0,0,Legítimo
192.168.40.36,"Sniper, MedKit, Revólver, Mira",74,195,115,50,0,0,Legítimo
192.168.231.238,"Submetralhadora, Sniper, GranadaFumo, Drone",92,114,64,7,0,0,Legítimo
192.168.163.137,"Revólver, Metralhadora, Colete, Espingarda",52,238,55,44,0,0,Legítimo
192.168.228.181,"Sniper, GranadaFrag, Fuzil, Colete",41,145,149,9,0,1,Suspeito
192.168.92.84,"Faca, Fuzil, Drone, MedKit",93,53,70,67,0,0,Legítimo
192.168.219.209,"Submetralhadora, Metralhadora, Sniper, Colete",78,70,51,41,0,0,Legítimo
192.168.97.22,"Capacete, GranadaFrag, Sniper, Submetralhadora",56,189,105,81,0,1,Suspeito
192.168.96.31,"Faca, Pistola, Silenciador, Drone",95,256,144,58,0,1,Suspeito
192.168.99.243,"Sniper, GranadaFrag, Explosivo, Mira",93,358,26,90,0,1,Suspeito
192.168.67.110,"Sniper, Explosivo, Mira, Silenciador",89,164,65,22,0,1,Suspeito
192.168.193.118,"Lança-granadas, GranadaInc, MedKit, Drone",51,367,25,30,0,1,Legítimo
192.168.29.247,"Capacete, Lança-granadas, GranadaFrag, Faca",59,221,141,17,0,0,Legítimo
192.168.207.159,"Explosivo, Mira, Silenciador, Colete",61,163,28,33,0,1,Suspeito
192.168.79.167,"Torreta, Faca, Explosivo, Fuzil",53,388,96,98,0,0,Legítimo
192.168.30.70,"Revólver, Mira, GranadaFrag, Colete",45,86,127,82,0,1,Suspeito
192.168.26.120,"Espingarda, Colete, GranadaFrag, Metralhadora",60,391,26,100,0,1,Suspeito
192.168.35.186,"Explosivo, Fuzil, GranadaInc, GranadaFumo",93,256,91,51,0,0,Legítimo
192.168.228.27,"MedKit, Fuzil, Lança-granadas, Capacete",43,77,20,53,0,0,Legítimo
192.168.82.241,"Submetralhadora, MedKit, Sniper, GranadaInc",61,262,135,20,0,0,Legítimo
192.168.144.225,"Torreta, Capacete, Espingarda, Submetralhadora",99,370,82,49,0,1,Legítimo
192.168.249.82,"Lança-granadas, GranadaFumo, Submetralhadora, Metralhadora",46,376,40,3,0,0,Legítimo
192.168.107.13,"Mira, GranadaFrag, MedKit, GranadaFumo",77,283,93,39,0,1,Legítimo
192.168.209.24,"Lança-granadas, GranadaFrag, Sniper, Espingarda",58,102,60,40,0,1,Legítimo
192.168.253.21,"Sniper, Espingarda, Mira, Pistola",41,116,56,98,0,0,Legítimo
192.168.90.36,"GranadaFrag, Lança-granadas, Explosivo, GranadaFumo",78,188,52,54,0,1,Legítimo
192.168.193.133,"GranadaFrag, Lança-granadas, MedKit, Sniper",77,62,71,59,0,0,Legítimo
192.168.66.9,"MedKit, Mira, Explosivo, Faca",43,138,147,96,0,1,Suspeito
192.168.244.20,"Mira, Capacete, Revólver, Lança-granadas",65,193,81,38,0,0,Legítimo
192.168.34.8,"Metralhadora, Explosivo, Capacete, Sniper",79,319,116,41,0,1,Legítimo
192.168.137.254,"Mira, Torreta, Revólver, MedKit",60,106,21,36,0,0,Legítimo
192.168.53.209,"Torreta, Drone, Pistola, GranadaFumo",71,243,128,6,0,0,Legítimo
192.168.46.49,"Submetralhadora, Sniper, MedKit, Metralhadora",47,60,24,21,0,0,Legítimo
192.168.50.140,"GranadaFrag, Torreta, GranadaInc, MedKit",52,94,42,55,0,1,Legítimo
192.168.90.168,"Explosivo, Silenciador, Pistola, Torreta",48,61,94,63,1,1,Suspeito
192.168.82.130,"Submetralhadora, Metralhadora, Silenciador, Mira",73,285,33,100,1,1,Suspeito
192.168.43.152,"Mira, Fuzil, Espingarda, GranadaFrag",48,381,83,59,0,1,Legítimo
192.168.254.191,"Torreta, Sniper, Submetralhadora, Metralhadora",87,400,129,38,0,0,Legítimo
192.168.24.143,"Colete, Sniper, Metralhadora, Torreta",59,363,88,39,0,0,Legítimo
192.168.80.89,"Pistola, Mira, Torreta, Faca",65,175,149,0,0,0,Legítimo
192.168.42.231,"Torreta, Colete, GranadaInc, Capacete",93,286,70,39,0,1,Legítimo
192.168.146.187,"Capacete, MedKit, Sniper, Revólver",77,168,100,2,0,0,Legítimo
192.168.104.28,"Faca, Drone, Pistola, Fuzil",85,334,30,38,0,1,Suspeito
192.168.183.152,"Lança-granadas, Faca, MedKit, GranadaInc",41,396,95,96,1,1,Suspeito
192.168.145.65,"Drone, Submetralhadora, Mira, Torreta",55,198,20,86,0,1,Suspeito
192.168.218.202,"Lança-granadas, Sniper, Faca, Revólver",82,88,116,10,0,1,Suspeito
192.168.48.9,"Sniper, Explosivo, Espingarda, Metralhadora",67,398,78,23,0,0,Legítimo
192.168.116.111,"Metralhadora, Mira, Revólver, MedKit",47,216,101,90,0,1,Suspeito
192.168.72.200,"Revólver, Submetralhadora, Sniper, Capacete",95,318,120,31,0,0,Legítimo
192.168.217.201,"Mira, GranadaFumo, Metralhadora, Lança-granadas",91,395,81,83,1,0,Suspeito
192.168.236.212,"GranadaInc, Colete, MedKit, GranadaFumo",89,155,142,54,0,0,Suspeito
192.168.52.68,"Espingarda, Sniper, Silenciador, Mira",64,186,138,92,0,0,Suspeito
192.168.204.59,"Mira, Faca, GranadaFrag, Capacete",50,183,115,6,0,1,Suspeito
192.168.237.200,"Mira, Drone, Revólver, Silenciador",96,146,89,72,1,1,Suspeito
192.168.241.49,"GranadaFrag, Capacete, Lança-granadas, Explosivo",66,148,81,52,1,0,Legítimo
192.168.156.203,"GranadaFumo, Lança-granadas, Mira, Pistola",80,118,27,1,0,0,Legítimo
192.168.59.119,"Mira, GranadaFrag, Submetralhadora, MedKit",56,180,24,97,0,1,Suspeito
192.168.56.124,"Capacete, Fuzil, Faca, Metralhadora",74,134,46,36,0,0,Legítimo
192.168.168.71,"Explosivo, Capacete, MedKit, GranadaFumo",55,153,40,31,0,1,Legítimo
192.168.19.134,"Lança-granadas, GranadaInc, Revólver, Metralhadora",50,210,75,10,0,1,Legítimo
192.168.137.233,"Submetralhadora, GranadaFumo, Capacete, Metralhadora",57,370,57,54,0,0,Legítimo
192.168.143.87,"Metralhadora, Pistola, Drone, Colete",91,248,83,13,0,0,Legítimo
192.168.95.171,"Sniper, Mira, Fuzil, Submetralhadora",67,195,66,54,0,0,Legítimo
192.168.60.172,"Torreta, Fuzil, Pistola, Lança-granadas",44,280,39,97,0,0,Legítimo
192.168.22.52,"Silenciador, GranadaInc, MedKit, Submetralhadora",88,256,35,64,0,0,Legítimo
192.168.183.57,"Faca, Revólver, Torreta, Espingarda",63,246,144,34,0,0,Legítimo
192.168.178.136,"Capacete, MedKit, Lança-granadas, Espingarda",90,152,83,37,0,0,Legítimo
192.168.130.174,"Metralhadora, GranadaFrag, Capacete, Espingarda",83,291,132,26,0,0,Legítimo
192.168.225.66,"Pistola, Submetralhadora, Faca, Lança-granadas",66,387,100,25,0,1,Legítimo
192.168.220.42,"GranadaInc, Sniper, Faca, Submetralhadora",79,268,36,3,0,0,Legítimo
192.168.237.162,"Lança-granadas, Capacete, Sniper, Fuzil",64,293,62,38,0,0,Legítimo
192.168.71.228,"Drone, Lança-granadas, GranadaFumo, Explosivo",63,61,62,53,0,1,Legítimo
192.168.58.59,"Espingarda, Capacete, Torreta, Drone",97,118,117,89,0,1,Suspeito
192.168.231.227,"GranadaFumo, Mira, Revólver, Submetralhadora",73,311,141,92,0,1,Suspeito
192.168.249.76,"Sniper, GranadaInc, Espingarda, Capacete",48,167,22,34,0,1,Suspeito
192.168.8.20,"Drone, Sniper, GranadaFrag, Metralhadora",56,272,33,56,0,0,Legítimo
192.168.76.250,"MedKit, Pistola, Colete, GranadaInc",80,204,95,83,0,0,Legítimo
192.168.5.3,"Sniper, Espingarda, Drone, Faca",44,369,61,60,0,0,Legítimo
192.168.64.121,"Mira, Fuzil, Revólver, MedKit",51,273,107,28,0,0,Legítimo
192.168.204.7,"GranadaInc, Colete, Metralhadora, Silenciador",63,107,124,73,0,0,Suspeito
192.168.244.16,"GranadaInc, Explosivo, Espingarda, Submetralhadora",87,122,125,85,0,0,Suspeito
192.168.95.22,"Drone, Submetralhadora, Mira, Colete",44,308,70,60,0,1,Legítimo
192.168.100.42,"Espingarda, Explosivo, Drone, Metralhadora",73,124,27,99,0,0,Suspeito
192.168.186.232,"Pistola, Explosivo, Metralhadora, MedKit",55,194,87,2,0,1,Legítimo
192.168.230.188,"Revólver, Mira, Silenciador, Colete",83,214,59,93,0,1,Suspeito
192.168.190.241,"Metralhadora, Mira, GranadaFrag, Pistola",67,279,37,16,0,0,Legítimo
192.168.37.82,"GranadaFrag, Sniper, Mira, GranadaInc",60,174,125,18,1,1,Suspeito
192.168.241.133,"Torreta, Fuzil, Revólver, Espingarda",68,296,72,47,0,1,Legítimo
192.168.144.196,"GranadaInc, Explosivo, Metralhadora, Mira",49,320,145,13,0,0,Legítimo
192.168.4.208,"Metralhadora, Submetralhadora, Espingarda, Sniper",95,100,84,11,0,1,Suspeito
192.168.170.3,"Sniper, Mira, GranadaFumo, Fuzil",58,380,143,24,0,0,Legítimo
192.168.36.27,"Colete, Fuzil, Drone, Metralhadora",61,68,50,20,0,0,Legítimo
192.168.31.160,"MedKit, Fuzil, Pistola, Lança-granadas",50,190,46,48,0,0,Legítimo
192.168.212.237,"MedKit, Colete, Drone, Sniper",73,271,133,74,0,0,Legítimo
192.168.65.114,"GranadaInc, Torreta, Lança-granadas, Espingarda",57,101,115,13,0,1,Suspeito
192.168.119.228,"Lança-granadas, Sniper, Explosivo, Pistola",62,136,114,96,0,0,Suspeito
192.168.28.75,"Mira, Submetralhadora, Pistola, Silenciador",43,227,104,57,0,1,Legítimo
