IP,Inventario,Acuracia,TempoReacao,APM,TaxaHeadshots,JaFoiSuspeito,IPRepetido,SusInv,Classe
192.168.53.36,"Sniper, GranadaFrag, Submetralhadora, Pistola",55,76,135,94,0,0,0,Suspeito
192.168.184.34,"Lança-granadas, Revólver, Mira, Explosivo",69,148,54,95,0,0,0,Legítimo
192.168.109.94,"Mira, Revólver, Metralhadora, GranadaFrag",74,381,41,69,0,0,0,Legítimo
192.168.33.2,"Mira, Drone, Colete, Metralhadora",98,270,128,61,0,0,0,Legítimo
192.168.200.159,"Torreta, Revólver, Drone, Fuzil",50,329,137,4,0,0,0,Legítimo
192.168.221.67,"Revólver, Pistola, GranadaFumo, Drone",43,101,124,65,0,0,0,Legítimo
192.168.185.75,"Sniper, Faca, Silenciador, Lança-granadas",74,300,77,59,0,0,0,Legítimo
192.168.124.220,"Revólver, Torreta, MedKit, Drone",66,346,33,3,0,0,0,Legítimo
192.168.200.186,"Revólver, Lança-granadas, Pistola, Espingarda",76,355,86,31,0,0,0,Legítimo
192.168.219.22,"Sniper, Pistola, Mira, Silenciador",66,316,122,20,0,0,1,Legítimo
192.168.241.78,"Espingarda, Capacete, Sniper, Explosivo",60,105,45,0,0,0,1,Legítimo
192.168.52.8,"Fuzil, Espingarda, MedKit, Explosivo",42,382,55,74,0,0,0,Legítimo
192.168.189.44,"Fuzil, MedKit, Sniper, GranadaFumo",97,259,101,7,0,0,0,Legítimo
192.168.185.155,"GranadaFumo, Pistola, Faca, Drone",60,258,70,56,0,0,0,Legítimo
192.168.250.249,"Revólver, Drone, Fuzil, Lança-granadas",90,368,103,62,1,0,0,Suspeito
192.168.26.136,"Fuzil, Silenciador, Explosivo, Espingarda",64,322,108,91,0,0,0,Legítimo
192.168.65.75,"GranadaFrag, Colete, Torreta, Espingarda",69,159,60,56,0,1,0,Legítimo
192.168.95.60,"GranadaInc, Sniper, Submetralhadora, Lança-granadas",83,307,98,53,0,0,0,Legítimo
192.168.155.3,"GranadaFumo, MedKit, Explosivo, Drone",73,156,72,56,0,0,0,Legítimo
192.168.2.151,"Torreta, Espingarda, Metralhadora, Faca",82,235,65,75,0,0,0,Legítimo
192.168.73.27,"Colete, Drone, GranadaFrag, Espingarda",57,261,111,21,0,0,0,Legítimo
192.168.219.235,"MedKit, Faca, Lança-granadas, Pistola",60,255,123,77,0,0,0,Legítimo
192.168.126.174,"Torreta, Metralhadora, Faca, Drone",96,264,64,65,0,0,0,Legítimo
192.168.106.84,"Sniper, Revólver, Submetralhadora, MedKit",67,305,22,72,0,0,0,Legítimo
192.168.123.42,"Torreta, Metralhadora, Drone, Silenciador",56,318,51,86,0,0,0,Legítimo
192.168.242.72,"Revólver, Espingarda, Mira, GranadaFumo",45,157,85,95,0,0,0,Legítimo
192.168.160.178,"Drone, Explosivo, GranadaInc, Espingarda",48,96,27,70,0,0,1,Suspeito
192.168.22.18,"Explosivo, Sniper, GranadaFumo, Fuzil",41,356,123,87,0,0,0,Legítimo
192.168.132.160,"GranadaFrag, Silenciador, GranadaFumo, Lança-granadas",58,305,119,61,0,0,0,Legítimo
192.168.162.219,"Sniper, Faca, Revólver, GranadaInc",41,330,148,49,0,0,0,Legítimo
192.168.77.223,"Fuzil, Metralhadora, Silenciador, Sniper",41,356,42,31,0,0,0,Legítimo
192.168.119.177,"Fuzil, Explosivo, GranadaInc, Mira",61,176,40,47,0,0,0,Legítimo
192.168.85.85,"Fuzil, GranadaInc, Mira, Colete",98,231,75,13,1,0,0,Legítimo
192.168.97.9,"Espingarda, GranadaInc, Torreta, Sniper",75,160,78,73,0,0,0,Legítimo
192.168.174.84,"Capacete, Fuzil, Metralhadora, Lança-granadas",40,388,72,79,0,0,0,Legítimo
192.168.145.86,"Submetralhadora, MedKit, GranadaFumo, Torreta",77,294,136,95,0,0,0,Legítimo
192.168.173.7,"Lança-granadas, Capacete, Revólver, GranadaInc",92,155,148,89,0,0,0,Suspeito
192.168.250.87,"GranadaFrag, Explosivo, Revólver, Capacete",91,134,143,30,0,0,0,Suspeito
192.168.214.101,"Fuzil, Drone, Espingarda, GranadaInc",98,288,104,66,0,0,0,Legítimo
192.168.206.25,"Mira, Drone, Capacete, Submetralhadora",58,57,108,24,0,1,0,Suspeito
192.168.249.31,"Espingarda, Drone, Sniper, Fuzil",75,283,31,73,0,0,0,Legítimo
192.168.254.187,"Sniper, Submetralhadora, Torreta, Drone",100,224,138,54,0,0,0,Legítimo
192.168.204.82,"Torreta, GranadaFumo, Revólver, GranadaFrag",69,258,126,68,0,0,0,Legítimo
192.168.215.241,"Capacete, Colete, GranadaInc, Explosivo",86,342,147,60,0,0,0,Legítimo
192.168.126.72,"Drone, Submetralhadora, GranadaFrag, Silenciador",56,78,115,36,0,0,0,Legítimo
192.168.178.30,"Submetralhadora, GranadaFumo, Faca, GranadaInc",47,239,50,87,0,0,1,Legítimo
192.168.152.235,"Colete, MedKit, Torreta, GranadaFrag",40,84,118,2,0,0,0,Legítimo
192.168.207.108,"Capacete, GranadaInc, Colete, Torreta",47,206,96,58,0,0,1,Legítimo
192.168.71.205,"Drone, Silenciador, Submetralhadora, MedKit",41,117,129,53,0,0,0,Legítimo
192.168.182.236,"Sniper, Metralhadora, Submetralhadora, Espingarda",49,368,99,88,0,0,0,Legítimo
192.168.199.65,"Metralhadora, Espingarda, Pistola, Revólver",48,164,55,12,0,0,0,Legítimo
192.168.191.79,"Explosivo, MedKit, GranadaFumo, Silenciador",64,316,109,83,0,0,0,Legítimo
192.168.35.12,"GranadaFrag, Silenciador, Explosivo, Metralhadora",91,200,126,74,0,0,0,Suspeito
192.168.80.53,"Silenciador, Drone, Fuzil, Metralhadora",65,357,94,8,0,0,0,Legítimo
192.168.23.221,"Metralhadora, Sniper, GranadaFrag, Colete",41,211,87,18,0,0,0,Legítimo
192.168.93.77,"GranadaFumo, GranadaFrag, Sniper, Revólver",44,335,90,38,0,0,0,Legítimo
192.168.161.150,"Colete, GranadaInc, Revólver, Espingarda",86,207,133,36,0,0,0,Legítimo
192.168.96.223,"Explosivo, GranadaInc, Colete, Silenciador",100,227,145,10,0,0,0,Legítimo
192.168.252.206,"Metralhadora, Capacete, Torreta, Silenciador",78,161,51,73,0,0,0,Legítimo
192.168.174.90,"Capacete, Metralhadora, Pistola, GranadaFumo",86,240,21,83,0,0,0,Suspeito
192.168.80.170,"Pistola, Faca, Mira, Colete",96,349,89,72,0,0,0,Legítimo
192.168.77.235,"Mira, Explosivo, Espingarda, Drone",89,223,60,45,0,0,1,Legítimo
192.168.78.123,"Explosivo, Drone, GranadaInc, GranadaFumo",46,132,20,81,0,0,0,Suspeito
192.168.216.83,"Explosivo, Pistola, Fuzil, Sniper",98,151,89,87,0,0,0,Suspeito
192.168.61.112,"Pistola, Fuzil, Metralhadora, Explosivo",40,109,144,94,1,0,0,Suspeito
192.168.63.97,"Lança-granadas, Torreta, GranadaInc, GranadaFumo",82,137,27,25,0,0,0,Suspeito
192.168.153.135,"Faca, Revólver, Mira, Fuzil",98,173,49,85,0,0,0,Suspeito
192.168.226.43,"Drone, GranadaFumo, Revólver, MedKit",79,162,117,34,0,0,0,Legítimo
192.168.6.16,"Colete, Pistola, Explosivo, Mira",95,395,27,36,0,0,0,Legítimo
192.168.54.19,"Pistola, Revólver, Metralhadora, GranadaInc",89,330,119,81,0,0,0,Suspeito
192.168.183.180,"Revólver, Torreta, MedKit, Submetralhadora",41,259,61,1,0,0,0,Legítimo
192.168.214.234,"Drone, Torreta, Explosivo, Submetralhadora",76,373,131,35,0,0,0,Legítimo
192.168.91.245,"Pistola, GranadaInc, GranadaFrag, Mira",42,84,55,86,0,0,0,Legítimo
192.168.110.94,"GranadaInc, Torreta, Fuzil, Pistola",45,56,67,39,0,0,0,Legítimo
192.168.25.231,"Faca, Espingarda, Silenciador, Submetralhadora",87,159,58,69,0,0,1,Suspeito
192.168.136.74,"MedKit, Submetralhadora, Capacete, Faca",90,154,73,56,1,0,0,Suspeito
192.168.66.1,"Fuzil, Sniper, GranadaFrag, Mira",61,384,21,1,0,0,0,Legítimo
192.168.35.91,"Sniper, Fuzil, GranadaFrag, Capacete",92,159,148,7,0,0,0,Suspeito
192.168.242.31,"Lança-granadas, GranadaFumo, Mira, Espingarda",65,228,49,67,0,1,0,Legítimo
192.168.227.175,"GranadaInc, Pistola, Submetralhadora, Drone",54,300,33,12,0,0,0,Legítimo
192.168.144.52,"Espingarda, Explosivo, Sniper, Pistola",99,125,138,10,0,0,0,Suspeito
192.168.56.200,"GranadaInc, Submetralhadora, Sniper, Fuzil",76,61,150,54,0,0,0,Legítimo
192.168.195.118,"Torreta, GranadaFrag, Pistola, Colete",81,198,73,43,0,0,1,Suspeito
192.168.251.89,"Explosivo, Sniper, Capacete, Torreta",82,133,104,6,0,0,0,Suspeito
192.168.213.134,"Fuzil, Silenciador, Torreta, Drone",62,62,85,2,0,0,0,Legítimo
192.168.108.123,"Torreta, Lança-granadas, Sniper, Explosivo",75,117,79,93,0,0,0,Legítimo
192.168.244.219,"Fuzil, Capacete, Explosivo, Drone",43,259,77,28,0,0,1,Legítimo
192.168.208.220,"Silenciador, GranadaInc, Sniper, MedKit",51,338,116,84,0,0,0,Legítimo
192.168.34.56,"Capacete, Metralhadora, Pistola, Mira",67,127,110,54,0,0,0,Legítimo
192.168.189.47,"Lança-granadas, Capacete, Pistola, GranadaFrag",47,173,82,19,0,0,0,Legítimo
192.168.182.70,"Mira, GranadaFumo, Colete, GranadaFrag",65,326,112,25,0,0,0,Legítimo
192.168.95.147,"Colete, Silenciador, GranadaFrag, Sniper",88,262,71,36,0,0,1,Legítimo
192.168.251.71,"Silenciador, Pistola, Mira, Faca",93,205,76,30,0,0,0,Legítimo
192.168.98.175,"Submetralhadora, Colete, Metralhadora, Capacete",40,258,49,50,0,0,0,Legítimo
192.168.179.56,"Espingarda, Torreta, Lança-granadas, Explosivo",79,308,84,49,0,0,0,Legítimo
192.168.82.165,"Submetralhadora, GranadaFumo, Explosivo, Sniper",53,254,36,21,1,0,0,Legítimo
192.168.31.108,"GranadaFumo, Fuzil, Explosivo, Submetralhadora",73,335,145,0,0,0,0,Legítimo
192.168.148.254,"GranadaInc, Colete, Torreta, GranadaFrag",57,269,43,96,0,0,0,Legítimo
192.168.76.61,"Mira, Pistola, Torreta, Metralhadora",87,236,92,70,0,0,0,Legítimo
192.168.196.26,"MedKit, Explosivo, Metralhadora, GranadaFumo",75,382,127,73,0,0,0,Legítimo
192.168.209.83,"Submetralhadora, GranadaFumo, Sniper, GranadaFrag",100,390,63,24,0,0,0,Legítimo
192.168.92.51,"Colete, Drone, Silenciador, Revólver",98,248,150,19,0,0,0,Legítimo
192.168.228.128,"Faca, MedKit, Torreta, Colete",73,321,23,2,1,0,0,Legítimo
192.168.236.99,"Torreta, Colete, Capacete, Lança-granadas",70,246,141,21,0,0,1,Legítimo
192.168.108.97,"Drone, Fuzil, Lança-granadas, Explosivo",79,171,125,44,0,0,0,Legítimo
192.168.66.172,"Explosivo, Capacete, GranadaInc, Metralhadora",41,128,36,28,0,0,0,Legítimo
192.168.38.170,"GranadaFumo, Colete, Pistola, Sniper",58,361,116,62,0,0,0,Legítimo
192.168.192.149,"Explosivo, Silenciador, Espingarda, Fuzil",79,308,142,54,0,0,0,Legítimo
192.168.62.137,"Silenciador, Sniper, MedKit, GranadaFumo",55,316,140,87,0,0,0,Legítimo
192.168.82.118,"Revólver, Sniper, GranadaInc, MedKit",80,184,64,30,0,0,0,Legítimo
192.168.104.226,"Espingarda, Drone, Lança-granadas, Pistola",42,385,119,31,1,0,0,Legítimo
192.168.193.189,"GranadaFumo, GranadaInc, Metralhadora, Torreta",73,352,114,31,0,0,0,Legítimo
192.168.191.94,"Capacete, Metralhadora, Silenciador, Espingarda",65,318,111,88,0,0,0,Legítimo
192.168.247.222,"Fuzil, GranadaFrag, Drone, Metralhadora",95,263,40,61,0,0,0,Legítimo
192.168.219.38,"Drone, Submetralhadora, Explosivo, Faca",72,271,107,68,0,0,0,Legítimo
192.168.226.47,"Drone, Colete, Torreta, MedKit",43,233,60,94,0,0,0,Legítimo
192.168.42.25,"Pistola, Mira, Explosivo, GranadaFrag",78,240,54,43,0,0,0,Legítimo
192.168.125.176,"Faca, Fuzil, Explosivo, GranadaFrag",68,195,142,8,0,0,0,Legítimo
192.168.120.18,"Revólver, Lança-granadas, Metralhadora, Espingarda",64,323,68,75,0,0,0,Legítimo
192.168.217.241,"Capacete, Drone, MedKit, Mira",84,89,38,64,0,0,0,Suspeito
192.168.40.182,"Capacete, Silenciador, Sniper, Revólver",53,223,55,95,0,0,0,Legítimo
192.168.216.255,"Colete, GranadaFrag, Lança-granadas, Torreta",94,312,51,21,0,0,0,Legítimo
192.168.76.42,"Fuzil, Revólver, GranadaFrag, Explosivo",88,312,74,56,0,0,0,Legítimo
192.168.190.13,"Fuzil, Sniper, Torreta, Mira",92,73,122,79,0,0,0,Suspeito
192.168.219.37,"Metralhadora, Torreta, Pistola, Drone",87,320,91,51,0,0,0,Legítimo
192.168.78.253,"GranadaFumo, Pistola, Submetralhadora, GranadaInc",85,167,41,73,0,0,0,Suspeito
192.168.213.32,"Submetralhadora, GranadaFrag, MedKit, GranadaInc",95,181,105,27,0,0,0,Suspeito
192.168.135.96,"Revólver, GranadaInc, Espingarda, GranadaFrag",52,179,58,22,0,0,0,Legítimo
192.168.146.173,"MedKit, Fuzil, Sniper, Silenciador",87,86,125,88,0,0,0,Suspeito
192.168.111.8,"Drone, MedKit, Metralhadora, Submetralhadora",74,67,147,20,0,0,0,Legítimo
192.168.222.160,"Drone, Mira, Silenciador, Submetralhadora",56,267,34,79,0,1,0,Suspeito
192.168.202.137,"GranadaFrag, Pistola, Silenciador, Lança-granadas",74,91,33,2,0,0,0,Legítimo
192.168.13.244,"Explosivo, Revólver, Espingarda, GranadaFumo",95,76,59,91,0,0,0,Suspeito
192.168.163.190,"GranadaFumo, Espingarda, MedKit, Silenciador",53,259,20,63,0,0,1,Legítimo
192.168.109.186,"Explosivo, GranadaFumo, GranadaInc, Metralhadora",90,57,95,10,0,0,0,Legítimo
192.168.95.231,"Drone, Silenciador, Torreta, Explosivo",67,363,22,65,0,0,0,Legítimo
192.168.241.222,"Sniper, Mira, Revólver, GranadaFrag",61,138,28,62,0,0,0,Legítimo
192.168.106.165,"Faca, Mira, Pistola, Submetralhadora",97,255,58,75,0,0,0,Legítimo
192.168.190.190,"Faca, Silenciador, Revólver, Torreta",66,130,75,71,0,0,0,Legítimo
192.168.199.196,"Sniper, MedKit, Revólver, Metralhadora",71,97,90,6,0,0,0,Legítimo
192.168.168.69,"Fuzil, Espingarda, Colete, Torreta",79,256,106,97,0,0,0,Legítimo
192.168.230.226,"Submetralhadora, Metralhadora, Fuzil, Colete",100,187,65,30,1,0,0,Suspeito
192.168.105.25,"Submetralhadora, Faca, Capacete, Drone",45,184,89,6,0,0,0,Legítimo
192.168.203.179,"Explosivo, Lança-granadas, Faca, Sniper",41,120,127,63,0,0,0,Legítimo
192.168.247.27,"GranadaInc, Faca, Silenciador, Drone",93,243,28,44,0,0,0,Legítimo
192.168.240.157,"GranadaFrag, Fuzil, Mira, Faca",69,60,101,0,0,0,0,Legítimo
192.168.13.170,"Torreta, Espingarda, Pistola, Revólver",41,143,105,75,0,0,0,Suspeito
192.168.241.238,"GranadaFumo, Metralhadora, Fuzil, Silenciador",70,86,52,98,0,0,0,Legítimo
192.168.7.161,"Faca, Submetralhadora, GranadaFumo, Torreta",53,51,110,59,0,0,1,Suspeito
192.168.69.171,"Mira, Sniper, Fuzil, Torreta",49,299,133,66,0,0,0,Legítimo
192.168.250.199,"GranadaFrag, MedKit, Metralhadora, Colete",50,132,68,90,0,0,0,Legítimo
192.168.133.227,"MedKit, Metralhadora, Lança-granadas, Mira",42,98,119,6,0,0,0,Legítimo
192.168.114.118,"Faca, Lança-granadas, GranadaFrag, Espingarda",45,366,90,10,0,0,0,Legítimo
192.168.236.98,"GranadaInc, Faca, Torreta, Drone",91,341,103,9,0,0,0,Legítimo
192.168.248.137,"Espingarda, Capacete, Mira, Revólver",91,371,29,71,1,0,0,Suspeito
192.168.84.250,"Faca, Silenciador, Submetralhadora, Fuzil",63,178,92,83,0,0,1,Suspeito
192.168.113.252,"Faca, Silenciador, Mira, GranadaInc",53,242,27,74,0,1,0,Suspeito
192.168.139.142,"Faca, Capacete, Lança-granadas, Revólver",94,234,131,8,0,0,0,Legítimo
192.168.91.212,"MedKit, Faca, Pistola, Colete",47,345,128,89,0,0,0,Legítimo
192.168.134.181,"MedKit, Silenciador, Espingarda, Fuzil",75,341,20,17,0,0,0,Legítimo
192.168.174.41,"Colete, Torreta, GranadaFrag, Fuzil",58,382,122,3,0,0,0,Legítimo
192.168.186.186,"Sniper, Pistola, Torreta, GranadaInc",85,207,78,28,0,0,0,Legítimo
192.168.23.78,"Espingarda, MedKit, Sniper, Fuzil",68,175,32,4,0,0,0,Legítimo
192.168.161.91,"Metralhadora, Mira, Explosivo, Fuzil",96,91,54,25,0,0,0,Legítimo
192.168.146.78,"MedKit, GranadaFrag, Submetralhadora, Espingarda",51,204,32,60,0,0,0,Legítimo
192.168.254.175,"Fuzil, Lança-granadas, Espingarda, Faca",59,187,119,39,0,0,0,Legítimo
192.168.111.250,"MedKit, Pistola, Colete, Submetralhadora",81,75,149,60,0,0,0,Suspeito
192.168.55.179,"Revólver, MedKit, Capacete, Explosivo",100,336,92,20,0,1,0,Legítimo
192.168.55.43,"Colete, Mira, Submetralhadora, Pistola",99,226,40,64,1,0,0,Legítimo
192.168.98.137,"Lança-granadas, Espingarda, Sniper, Revólver",89,62,73,5,0,0,0,Legítimo
192.168.211.113,"GranadaInc, Revólver, Sniper, Colete",45,178,20,94,0,0,0,Suspeito
192.168.7.232,"Revólver, Espingarda, Explosivo, Metralhadora",91,114,92,55,0,0,0,Legítimo
192.168.171.232,"Explosivo, MedKit, Mira, Lança-granadas",44,93,145,13,0,0,0,Legítimo
192.168.100.193,"Faca, Metralhadora, GranadaFrag, Torreta",66,119,121,56,0,0,0,Legítimo
192.168.181.142,"Silenciador, Espingarda, Drone, Explosivo",49,283,21,74,0,0,1,Suspeito
192.168.217.211,"Colete, Fuzil, Pistola, Drone",71,344,52,96,0,0,0,Legítimo
192.168.32.233,"MedKit, Drone, Torreta, GranadaInc",86,294,104,83,0,0,0,Suspeito
192.168.48.178,"Sniper, Fuzil, Drone, GranadaInc",72,148,145,54,0,0,0,Legítimo
192.168.71.35,"Explosivo, Sniper, MedKit, Metralhadora",42,167,65,51,0,0,0,Legítimo
192.168.9.237,"Faca, GranadaFumo, Espingarda, Sniper",83,337,106,62,0,0,0,Legítimo
192.168.235.207,"Submetralhadora, Explosivo, Pistola, Metralhadora",86,105,111,37,0,0,0,Suspeito
192.168.207.9,"GranadaFrag, Espingarda, Mira, GranadaFumo",82,387,85,67,0,0,0,Legítimo
192.168.252.135,"Faca, GranadaFumo, Submetralhadora, Explosivo",42,211,142,82,0,1,1,Suspeito
192.168.147.49,"Pistola, Silenciador, GranadaFrag, MedKit",47,166,141,28,0,0,0,Legítimo
192.168.88.156,"Pistola, Fuzil, Espingarda, Explosivo",52,283,42,24,0,0,0,Legítimo
192.168.228.200,"Lança-granadas, Pistola, Torreta, Espingarda",53,247,93,4,0,0,0,Legítimo
192.168.72.16,"GranadaFumo, Faca, Silenciador, Drone",85,342,65,4,0,0,1,Legítimo
192.168.99.177,"Revólver, Sniper, Metralhadora, GranadaFumo",70,326,100,11,0,0,0,Legítimo
192.168.20.223,"Mira, Fuzil, Drone, Revólver",100,248,120,9,1,0,0,Suspeito
192.168.58.177,"GranadaFumo, Pistola, MedKit, Espingarda",96,294,72,71,0,0,0,Legítimo
192.168.69.141,"Fuzil, Silenciador, Revólver, Submetralhadora",61,199,97,33,0,0,0,Legítimo
192.168.235.61,"Drone, GranadaInc, GranadaFumo, Explosivo",97,282,112,54,0,0,0,Legítimo
192.168.216.155,"Espingarda, Lança-granadas, GranadaInc, Submetralhadora",97,188,84,5,0,0,0,Legítimo
192.168.211.136,"Faca, MedKit, Revólver, Espingarda",91,108,125,1,0,0,0,Suspeito
192.168.103.75,"Capacete, GranadaInc, Sniper, Pistola",82,341,114,66,0,0,0,Legítimo
192.168.89.101,"Espingarda, GranadaFumo, Capacete, Revólver",94,128,106,60,0,1,0,Suspeito
192.168.147.53,"Faca, Submetralhadora, Fuzil, Silenciador",80,275,106,57,0,1,1,Suspeito
192.168.209.33,"Capacete, Mira, GranadaInc, Pistola",44,285,43,48,0,0,0,Legítimo
192.168.239.227,"Submetralhadora, Torreta, GranadaInc, Silenciador",66,395,124,52,0,0,0,Legítimo
192.168.158.249,"MedKit, Drone, Revólver, Capacete",96,65,61,76,0,0,0,Suspeito
192.168.194.45,"MedKit, Fuzil, Lança-granadas, Faca",71,238,50,31,0,0,0,Legítimo
192.168.143.172,"Revólver, Lança-granadas, Drone, Capacete",82,391,76,97,0,1,0,Suspeito
192.168.142.10,"Metralhadora, Silenciador, Sniper, Colete",42,98,146,32,0,0,1,Suspeito
192.168.74.115,"Mira, GranadaFumo, Silenciador, Faca",80,65,74,49,0,0,1,Legítimo
192.168.168.132,"Torreta, MedKit, Faca, Metralhadora",53,210,119,58,0,0,0,Legítimo
192.168.253.236,"Metralhadora, Espingarda, Faca, Explosivo",51,147,60,31,0,0,0,Legítimo
192.168.5.135,"Fuzil, Espingarda, Mira, MedKit",55,367,148,61,1,0,0,Legítimo
192.168.68.148,"GranadaFrag, Capacete, Sniper, Colete",100,67,131,3,0,0,0,Suspeito
192.168.254.109,"Submetralhadora, Revólver, Pistola, Drone",94,106,122,7,0,0,0,Suspeito
192.168.89.25,"Fuzil, Lança-granadas, Faca, Pistola",58,53,24,2,0,0,0,Legítimo
192.168.20.139,"GranadaInc, GranadaFumo, Silenciador, Explosivo",79,200,118,17,0,0,0,Legítimo
192.168.181.183,"Revólver, Silenciador, Capacete, Metralhadora",44,170,111,60,0,0,0,Legítimo
192.168.123.132,"MedKit, GranadaInc, Faca, Sniper",95,333,112,57,0,0,0,Legítimo
192.168.144.28,"Silenciador, Mira, GranadaFrag, Capacete",93,387,150,15,0,0,0,Legítimo
192.168.162.106,"Pistola, Torreta, Faca, Colete",50,377,30,70,0,0,1,Legítimo
192.168.170.148,"Faca, Submetralhadora, Silenciador, Torreta",100,236,135,66,0,0,1,Suspeito
192.168.10.219,"Pistola, Mira, Submetralhadora, Drone",45,59,76,58,0,0,0,Legítimo
192.168.140.163,"Drone, GranadaFumo, Torreta, Metralhadora",85,252,110,2,0,0,0,Legítimo
192.168.255.66,"GranadaFrag, Fuzil, Pistola, GranadaFumo",61,319,121,5,0,0,0,Legítimo
192.168.114.111,"GranadaFumo, Espingarda, Metralhadora, Submetralhadora",70,265,111,7,0,0,0,Legítimo
192.168.143.92,"GranadaFumo, Espingarda, Submetralhadora, GranadaFrag",62,120,35,79,0,0,0,Suspeito
192.168.75.13,"Colete, Drone, GranadaInc, Torreta",59,271,118,6,0,0,0,Legítimo
192.168.229.165,"Explosivo, Silenciador, Submetralhadora, Drone",41,386,128,22,0,0,0,Legítimo
192.168.21.252,"Explosivo, Capacete, Drone, GranadaFrag",78,310,112,98,0,0,1,Suspeito
192.168.192.80,"Colete, GranadaInc, Sniper, Revólver",83,382,69,85,0,0,0,Legítimo
192.168.250.253,"Drone, Espingarda, Capacete, Torreta",99,357,111,38,0,0,1,Suspeito
192.168.7.160,"Mira, Silenciador, GranadaInc, Explosivo",47,72,133,95,0,0,0,Suspeito
192.168.85.188,"Sniper, Revólver, Pistola, Lança-granadas",60,148,117,91,0,0,0,Suspeito
192.168.226.233,"Submetralhadora, GranadaInc, Fuzil, Sniper",49,271,143,95,1,0,0,Suspeito
192.168.172.243,"Sniper, Metralhadora, GranadaInc, Explosivo",67,298,127,18,0,0,0,Legítimo
192.168.102.85,"Mira, Espingarda, Pistola, MedKit",100,266,84,0,0,0,0,Legítimo
192.168.3.11,"Torreta, GranadaFrag, Capacete, Lança-granadas",79,218,81,4,0,0,0,Legítimo
192.168.171.79,"Colete, Pistola, Faca, MedKit",51,303,136,0,0,0,0,Legítimo
192.168.16.148,"GranadaInc, Sniper, Fuzil, Lança-granadas",98,357,115,60,0,0,0,Legítimo
192.168.221.181,"GranadaFrag, Explosivo, Fuzil, Lança-granadas",51,263,140,70,0,0,0,Legítimo
192.168.85.167,"Silenciador, Submetralhadora, Pistola, GranadaFrag",87,282,51,6,0,0,0,Legítimo
192.168.121.30,"Faca, Colete, GranadaFrag, Torreta",60,182,129,100,1,0,0,Suspeito
192.168.95.233,"Mira, Pistola, Submetralhadora, Capacete",90,169,63,37,0,0,0,Legítimo
192.168.203.77,"Faca, Metralhadora, Silenciador, Colete",42,206,38,14,0,0,0,Legítimo
192.168.58.31,"Faca, Drone, Espingarda, Revólver",89,276,108,23,0,0,0,Legítimo
192.168.88.252,"MedKit, Torreta, Mira, Pistola",48,222,58,78,0,0,0,Legítimo
192.168.66.54,"Mira, Silenciador, Capacete, GranadaInc",70,325,88,65,0,0,0,Legítimo
192.168.26.66,"GranadaInc, Sniper, Metralhadora, Drone",69,257,96,52,0,0,0,Legítimo
192.168.230.94,"Drone, Capacete, GranadaFumo, Explosivo",94,147,106,10,0,0,1,Suspeito
192.168.131.19,"GranadaFrag, Pistola, MedKit, Silenciador",59,193,105,12,0,0,0,Legítimo
192.168.185.14,"Pistola, Metralhadora, Drone, Colete",84,107,56,35,0,0,0,Legítimo
192.168.154.101,"Silenciador, Espingarda, Revólver, Metralhadora",66,352,118,75,0,0,0,Legítimo
192.168.248.252,"Metralhadora, Mira, Faca, Lança-granadas",85,200,117,3,0,0,0,Legítimo
192.168.159.48,"GranadaFumo, Silenciador, Mira, Colete",70,126,78,62,0,0,1,Legítimo
192.168.46.19,"Pistola, Faca, MedKit, Torreta",46,390,112,55,0,0,0,Legítimo
